Official Full Name,"Official Symbol
",Gene type,Location,Exon Count,Chromosome,"HPO Term Identifier
","HPO Association
"
POU class 3 homeobox 4,POU3F4,protein-coding,Xq21.1,1,X,HP:0010625,Anterior pituitary dysgenesis
POU class 3 homeobox 4,POU3F4,protein-coding,Xq21.1,1,X,HP:0001251,Ataxia
POU class 3 homeobox 4,POU3F4,protein-coding,Xq21.1,1,X,HP:0008619,Bilateral sensorineural hearing impairment
POU class 3 homeobox 4,POU3F4,protein-coding,Xq21.1,1,X,HP:0000863,Central diabetes insipidus
POU class 3 homeobox 4,POU3F4,protein-coding,Xq21.1,1,X,HP:0000533,Chorioretinal atrophy
POU class 3 homeobox 4,POU3F4,protein-coding,Xq21.1,1,X,HP:0001139,Chorioretinal scalloped atrophy
POU class 3 homeobox 4,POU3F4,protein-coding,Xq21.1,1,X,HP:0000405,Conductive hearing impairment
POU class 3 homeobox 4,POU3F4,protein-coding,Xq21.1,1,X,HP:0008527,Congenital sensorineural hearing impairment
POU class 3 homeobox 4,POU3F4,protein-coding,Xq21.1,1,X,HP:0000824,Decreased response to growth hormone stimulation test
POU class 3 homeobox 4,POU3F4,protein-coding,Xq21.1,1,X,HP:0002750,Delayed skeletal maturation
POU class 3 homeobox 4,POU3F4,protein-coding,Xq21.1,1,X,HP:0004458,Dilatated internal auditory canal
POU class 3 homeobox 4,POU3F4,protein-coding,Xq21.1,1,X,HP:0002075,Dysdiadochokinesis
POU class 3 homeobox 4,POU3F4,protein-coding,Xq21.1,1,X,HP:0002066,Gait ataxia
POU class 3 homeobox 4,POU3F4,protein-coding,Xq21.1,1,X,HP:0001263,Global developmental delay
POU class 3 homeobox 4,POU3F4,protein-coding,Xq21.1,1,X,HP:0001510,Growth delay
POU class 3 homeobox 4,POU3F4,protein-coding,Xq21.1,1,X,HP:0001347,Hyperreflexia
POU class 3 homeobox 4,POU3F4,protein-coding,Xq21.1,1,X,HP:0000822,Hypertension
POU class 3 homeobox 4,POU3F4,protein-coding,Xq21.1,1,X,HP:0001256,Mild intellectual disability
POU class 3 homeobox 4,POU3F4,protein-coding,Xq21.1,1,X,HP:0000410,Mixed hearing impairment
POU class 3 homeobox 4,POU3F4,protein-coding,Xq21.1,1,X,HP:0000639,Nystagmus
POU class 3 homeobox 4,POU3F4,protein-coding,Xq21.1,1,X,HP:0001513,Obesity
POU class 3 homeobox 4,POU3F4,protein-coding,Xq21.1,1,X,HP:0000648,Optic atrophy
POU class 3 homeobox 4,POU3F4,protein-coding,Xq21.1,1,X,HP:0007994,Peripheral visual field loss
POU class 3 homeobox 4,POU3F4,protein-coding,Xq21.1,1,X,HP:0008245,Pituitary hypothyroidism
POU class 3 homeobox 4,POU3F4,protein-coding,Xq21.1,1,X,HP:0008897,Postnatal growth retardation
POU class 3 homeobox 4,POU3F4,protein-coding,Xq21.1,1,X,HP:0007675,Progressive night blindness
POU class 3 homeobox 4,POU3F4,protein-coding,Xq21.1,1,X,HP:0000408,Progressive sensorineural hearing impairment
POU class 3 homeobox 4,POU3F4,protein-coding,Xq21.1,1,X,HP:0007663,Reduced visual acuity
POU class 3 homeobox 4,POU3F4,protein-coding,Xq21.1,1,X,HP:0001920,Renal artery stenosis
POU class 3 homeobox 4,POU3F4,protein-coding,Xq21.1,1,X,HP:0007937,Reticular pigmentary degeneration
POU class 3 homeobox 4,POU3F4,protein-coding,Xq21.1,1,X,HP:0001250,Seizure
POU class 3 homeobox 4,POU3F4,protein-coding,Xq21.1,1,X,HP:0000407,Sensorineural hearing impairment
POU class 3 homeobox 4,POU3F4,protein-coding,Xq21.1,1,X,HP:0000381,Stapes ankylosis
POU class 3 homeobox 4,POU3F4,protein-coding,Xq21.1,1,X,HP:0000486,Strabismus
POU class 3 homeobox 4,POU3F4,protein-coding,Xq21.1,1,X,HP:0003484,Upper limb muscle weakness
POU class 3 homeobox 4,POU3F4,protein-coding,Xq21.1,1,X,HP:0030532,Visual acuity test abnormality
POU class 3 homeobox 4,POU3F4,protein-coding,Xq21.1,1,X,HP:0001419,X-linked recessive inheritance
POU class 4 homeobox 3,POU4F3,protein-coding,5q32,2,5,HP:0000006,Autosomal dominant inheritance
POU class 4 homeobox 3,POU4F3,protein-coding,5q32,2,5,HP:0000365,Hearing impairment
"proteasome 26S subunit, non-ATPase 12",PSMD12,protein-coding,17q24.2,13,17,HP:0003028,Abnormality of the ankle
"proteasome 26S subunit, non-ATPase 12",PSMD12,protein-coding,17q24.2,13,17,HP:0003019,Abnormality of the wrist
"proteasome 26S subunit, non-ATPase 12",PSMD12,protein-coding,17q24.2,13,17,HP:0009777,Absent thumb
"proteasome 26S subunit, non-ATPase 12",PSMD12,protein-coding,17q24.2,13,17,HP:0000718,Aggressive behavior
"proteasome 26S subunit, non-ATPase 12",PSMD12,protein-coding,17q24.2,13,17,HP:0000739,Anxiety
"proteasome 26S subunit, non-ATPase 12",PSMD12,protein-coding,17q24.2,13,17,HP:0001631,Atrial septal defect
"proteasome 26S subunit, non-ATPase 12",PSMD12,protein-coding,17q24.2,13,17,HP:0000708,Atypical behavior
"proteasome 26S subunit, non-ATPase 12",PSMD12,protein-coding,17q24.2,13,17,HP:0000729,Autistic behavior
"proteasome 26S subunit, non-ATPase 12",PSMD12,protein-coding,17q24.2,13,17,HP:0000006,Autosomal dominant inheritance
"proteasome 26S subunit, non-ATPase 12",PSMD12,protein-coding,17q24.2,13,17,HP:0000475,Broad neck
"proteasome 26S subunit, non-ATPase 12",PSMD12,protein-coding,17q24.2,13,17,HP:0011304,Broad thumb
"proteasome 26S subunit, non-ATPase 12",PSMD12,protein-coding,17q24.2,13,17,HP:0100704,Cerebral visual impairment
"proteasome 26S subunit, non-ATPase 12",PSMD12,protein-coding,17q24.2,13,17,HP:0011463,Childhood onset
"proteasome 26S subunit, non-ATPase 12",PSMD12,protein-coding,17q24.2,13,17,HP:0000041,Chordee
"proteasome 26S subunit, non-ATPase 12",PSMD12,protein-coding,17q24.2,13,17,HP:0003577,Congenital onset
"proteasome 26S subunit, non-ATPase 12",PSMD12,protein-coding,17q24.2,13,17,HP:0004736,Crossed fused renal ectopia
"proteasome 26S subunit, non-ATPase 12",PSMD12,protein-coding,17q24.2,13,17,HP:0000028,Cryptorchidism
"proteasome 26S subunit, non-ATPase 12",PSMD12,protein-coding,17q24.2,13,17,HP:0002967,Cubitus valgus
"proteasome 26S subunit, non-ATPase 12",PSMD12,protein-coding,17q24.2,13,17,HP:0000824,Decreased response to growth hormone stimulation test
"proteasome 26S subunit, non-ATPase 12",PSMD12,protein-coding,17q24.2,13,17,HP:0000490,Deeply set eye
"proteasome 26S subunit, non-ATPase 12",PSMD12,protein-coding,17q24.2,13,17,HP:0000750,Delayed speech and language development
"proteasome 26S subunit, non-ATPase 12",PSMD12,protein-coding,17q24.2,13,17,HP:0000494,Downslanted palpebral fissures
"proteasome 26S subunit, non-ATPase 12",PSMD12,protein-coding,17q24.2,13,17,HP:0000712,Emotional lability
"proteasome 26S subunit, non-ATPase 12",PSMD12,protein-coding,17q24.2,13,17,HP:0000324,Facial asymmetry
"proteasome 26S subunit, non-ATPase 12",PSMD12,protein-coding,17q24.2,13,17,HP:0001531,Failure to thrive in infancy
"proteasome 26S subunit, non-ATPase 12",PSMD12,protein-coding,17q24.2,13,17,HP:0011968,Feeding difficulties
"proteasome 26S subunit, non-ATPase 12",PSMD12,protein-coding,17q24.2,13,17,HP:0008935,Generalized neonatal hypotonia
"proteasome 26S subunit, non-ATPase 12",PSMD12,protein-coding,17q24.2,13,17,HP:0001263,Global developmental delay
"proteasome 26S subunit, non-ATPase 12",PSMD12,protein-coding,17q24.2,13,17,HP:0000738,Hallucinations
"proteasome 26S subunit, non-ATPase 12",PSMD12,protein-coding,17q24.2,13,17,HP:0000365,Hearing impairment
"proteasome 26S subunit, non-ATPase 12",PSMD12,protein-coding,17q24.2,13,17,HP:0200053,Hemihypotrophy of lower limb
"proteasome 26S subunit, non-ATPase 12",PSMD12,protein-coding,17q24.2,13,17,HP:0000316,Hypertelorism
"proteasome 26S subunit, non-ATPase 12",PSMD12,protein-coding,17q24.2,13,17,HP:0000047,Hypospadias
"proteasome 26S subunit, non-ATPase 12",PSMD12,protein-coding,17q24.2,13,17,HP:0001252,Hypotonia
"proteasome 26S subunit, non-ATPase 12",PSMD12,protein-coding,17q24.2,13,17,HP:0010794,Impaired visuospatial constructive cognition
"proteasome 26S subunit, non-ATPase 12",PSMD12,protein-coding,17q24.2,13,17,HP:0001249,Intellectual disability
"proteasome 26S subunit, non-ATPase 12",PSMD12,protein-coding,17q24.2,13,17,HP:0000369,Low-set ears
"proteasome 26S subunit, non-ATPase 12",PSMD12,protein-coding,17q24.2,13,17,HP:0000347,Micrognathia
"proteasome 26S subunit, non-ATPase 12",PSMD12,protein-coding,17q24.2,13,17,HP:0000054,Micropenis
"proteasome 26S subunit, non-ATPase 12",PSMD12,protein-coding,17q24.2,13,17,HP:0008551,Microtia
"proteasome 26S subunit, non-ATPase 12",PSMD12,protein-coding,17q24.2,13,17,HP:0011800,Midface retrusion
"proteasome 26S subunit, non-ATPase 12",PSMD12,protein-coding,17q24.2,13,17,HP:0001256,Mild intellectual disability
"proteasome 26S subunit, non-ATPase 12",PSMD12,protein-coding,17q24.2,13,17,HP:0001270,Motor delay
"proteasome 26S subunit, non-ATPase 12",PSMD12,protein-coding,17q24.2,13,17,HP:0000545,Myopia
"proteasome 26S subunit, non-ATPase 12",PSMD12,protein-coding,17q24.2,13,17,HP:0000639,Nystagmus
"proteasome 26S subunit, non-ATPase 12",PSMD12,protein-coding,17q24.2,13,17,HP:0000362,Otosclerosis
"proteasome 26S subunit, non-ATPase 12",PSMD12,protein-coding,17q24.2,13,17,HP:0001643,Patent ductus arteriosus
"proteasome 26S subunit, non-ATPase 12",PSMD12,protein-coding,17q24.2,13,17,HP:0011648,Patent ductus arteriosus after birth at term
"proteasome 26S subunit, non-ATPase 12",PSMD12,protein-coding,17q24.2,13,17,HP:0012683,Pineal cyst
"proteasome 26S subunit, non-ATPase 12",PSMD12,protein-coding,17q24.2,13,17,HP:0000358,Posteriorly rotated ears
"proteasome 26S subunit, non-ATPase 12",PSMD12,protein-coding,17q24.2,13,17,HP:0008607,Progressive conductive hearing impairment
"proteasome 26S subunit, non-ATPase 12",PSMD12,protein-coding,17q24.2,13,17,HP:0001657,Prolonged QT interval
"proteasome 26S subunit, non-ATPase 12",PSMD12,protein-coding,17q24.2,13,17,HP:0000448,Prominent nose
"proteasome 26S subunit, non-ATPase 12",PSMD12,protein-coding,17q24.2,13,17,HP:0000508,Ptosis
"proteasome 26S subunit, non-ATPase 12",PSMD12,protein-coding,17q24.2,13,17,HP:0001642,Pulmonic stenosis
"proteasome 26S subunit, non-ATPase 12",PSMD12,protein-coding,17q24.2,13,17,HP:0002783,Recurrent lower respiratory tract infections
"proteasome 26S subunit, non-ATPase 12",PSMD12,protein-coding,17q24.2,13,17,HP:0000403,Recurrent otitis media
"proteasome 26S subunit, non-ATPase 12",PSMD12,protein-coding,17q24.2,13,17,HP:0000278,Retrognathia
"proteasome 26S subunit, non-ATPase 12",PSMD12,protein-coding,17q24.2,13,17,HP:0000960,Sacral dimple
"proteasome 26S subunit, non-ATPase 12",PSMD12,protein-coding,17q24.2,13,17,HP:0002650,Scoliosis
"proteasome 26S subunit, non-ATPase 12",PSMD12,protein-coding,17q24.2,13,17,HP:0000869,Secondary amenorrhea
"proteasome 26S subunit, non-ATPase 12",PSMD12,protein-coding,17q24.2,13,17,HP:0001250,Seizure
"proteasome 26S subunit, non-ATPase 12",PSMD12,protein-coding,17q24.2,13,17,HP:0000049,Shawl scrotum
"proteasome 26S subunit, non-ATPase 12",PSMD12,protein-coding,17q24.2,13,17,HP:0000470,Short neck
"proteasome 26S subunit, non-ATPase 12",PSMD12,protein-coding,17q24.2,13,17,HP:0000322,Short philtrum
"proteasome 26S subunit, non-ATPase 12",PSMD12,protein-coding,17q24.2,13,17,HP:0009778,Short thumb
"proteasome 26S subunit, non-ATPase 12",PSMD12,protein-coding,17q24.2,13,17,HP:0000486,Strabismus
"proteasome 26S subunit, non-ATPase 12",PSMD12,protein-coding,17q24.2,13,17,HP:0000664,Synophrys
"proteasome 26S subunit, non-ATPase 12",PSMD12,protein-coding,17q24.2,13,17,HP:0000574,Thick eyebrow
"proteasome 26S subunit, non-ATPase 12",PSMD12,protein-coding,17q24.2,13,17,HP:0000219,Thin upper lip vermilion
"proteasome 26S subunit, non-ATPase 12",PSMD12,protein-coding,17q24.2,13,17,HP:0000692,Tooth malposition
"proteasome 26S subunit, non-ATPase 12",PSMD12,protein-coding,17q24.2,13,17,HP:0000325,Triangular face
"proteasome 26S subunit, non-ATPase 12",PSMD12,protein-coding,17q24.2,13,17,HP:0001956,Truncal obesity
"proteasome 26S subunit, non-ATPase 12",PSMD12,protein-coding,17q24.2,13,17,HP:0001660,Truncus arteriosus
"proteasome 26S subunit, non-ATPase 12",PSMD12,protein-coding,17q24.2,13,17,HP:0009824,Upper limb undergrowth
"proteasome 26S subunit, non-ATPase 12",PSMD12,protein-coding,17q24.2,13,17,HP:0000073,Ureteral duplication
"proteasome 26S subunit, non-ATPase 12",PSMD12,protein-coding,17q24.2,13,17,HP:0001629,Ventricular septal defect
"proteasome 26S subunit, non-ATPase 12",PSMD12,protein-coding,17q24.2,13,17,HP:0000076,Vesicoureteral reflux
"proteasome 26S subunit, non-ATPase 12",PSMD12,protein-coding,17q24.2,13,17,HP:0000431,Wide nasal bridge
protein phosphatase 2 regulatory subunit B'delta,PPP2R5D,protein-coding,6p21.1,16,6,HP:0002500,Abnormal cerebral white matter morphology
protein phosphatase 2 regulatory subunit B'delta,PPP2R5D,protein-coding,6p21.1,16,6,HP:0001273,Abnormal corpus callosum morphology
protein phosphatase 2 regulatory subunit B'delta,PPP2R5D,protein-coding,6p21.1,16,6,HP:0001999,Abnormal facial shape
protein phosphatase 2 regulatory subunit B'delta,PPP2R5D,protein-coding,6p21.1,16,6,HP:0001627,Abnormal heart morphology
protein phosphatase 2 regulatory subunit B'delta,PPP2R5D,protein-coding,6p21.1,16,6,HP:0025160,Abnormal temper tantrums
protein phosphatase 2 regulatory subunit B'delta,PPP2R5D,protein-coding,6p21.1,16,6,HP:0000478,Abnormality of the eye
protein phosphatase 2 regulatory subunit B'delta,PPP2R5D,protein-coding,6p21.1,16,6,HP:0001344,Absent speech
protein phosphatase 2 regulatory subunit B'delta,PPP2R5D,protein-coding,6p21.1,16,6,HP:0000718,Aggressive behavior
protein phosphatase 2 regulatory subunit B'delta,PPP2R5D,protein-coding,6p21.1,16,6,HP:0001137,Alternating esotropia
protein phosphatase 2 regulatory subunit B'delta,PPP2R5D,protein-coding,6p21.1,16,6,HP:0100702,Arachnoid cyst
protein phosphatase 2 regulatory subunit B'delta,PPP2R5D,protein-coding,6p21.1,16,6,HP:0001284,Areflexia
protein phosphatase 2 regulatory subunit B'delta,PPP2R5D,protein-coding,6p21.1,16,6,HP:0000483,Astigmatism
protein phosphatase 2 regulatory subunit B'delta,PPP2R5D,protein-coding,6p21.1,16,6,HP:0001251,Ataxia
protein phosphatase 2 regulatory subunit B'delta,PPP2R5D,protein-coding,6p21.1,16,6,HP:0001631,Atrial septal defect
protein phosphatase 2 regulatory subunit B'delta,PPP2R5D,protein-coding,6p21.1,16,6,HP:0000729,Autistic behavior
protein phosphatase 2 regulatory subunit B'delta,PPP2R5D,protein-coding,6p21.1,16,6,HP:0000006,Autosomal dominant inheritance
protein phosphatase 2 regulatory subunit B'delta,PPP2R5D,protein-coding,6p21.1,16,6,HP:0001647,Bicuspid aortic valve
protein phosphatase 2 regulatory subunit B'delta,PPP2R5D,protein-coding,6p21.1,16,6,HP:0002389,Cavum septum pellucidum
protein phosphatase 2 regulatory subunit B'delta,PPP2R5D,protein-coding,6p21.1,16,6,HP:0002028,Chronic diarrhea
protein phosphatase 2 regulatory subunit B'delta,PPP2R5D,protein-coding,6p21.1,16,6,HP:0001374,Congenital hip dislocation
protein phosphatase 2 regulatory subunit B'delta,PPP2R5D,protein-coding,6p21.1,16,6,HP:0005988,Congenital muscular torticollis
protein phosphatase 2 regulatory subunit B'delta,PPP2R5D,protein-coding,6p21.1,16,6,HP:0100350,Contracture of the proximal interphalangeal joint of the 4th toe
protein phosphatase 2 regulatory subunit B'delta,PPP2R5D,protein-coding,6p21.1,16,6,HP:0000490,Deeply set eye
protein phosphatase 2 regulatory subunit B'delta,PPP2R5D,protein-coding,6p21.1,16,6,HP:0031936,Delayed ability to walk
protein phosphatase 2 regulatory subunit B'delta,PPP2R5D,protein-coding,6p21.1,16,6,HP:0000750,Delayed speech and language development
protein phosphatase 2 regulatory subunit B'delta,PPP2R5D,protein-coding,6p21.1,16,6,HP:0000268,Dolichocephaly
protein phosphatase 2 regulatory subunit B'delta,PPP2R5D,protein-coding,6p21.1,16,6,HP:0000494,Downslanted palpebral fissures
protein phosphatase 2 regulatory subunit B'delta,PPP2R5D,protein-coding,6p21.1,16,6,HP:0000324,Facial asymmetry
protein phosphatase 2 regulatory subunit B'delta,PPP2R5D,protein-coding,6p21.1,16,6,HP:0000297,Facial hypotonia
protein phosphatase 2 regulatory subunit B'delta,PPP2R5D,protein-coding,6p21.1,16,6,HP:0012378,Fatigue
protein phosphatase 2 regulatory subunit B'delta,PPP2R5D,protein-coding,6p21.1,16,6,HP:0002007,Frontal bossing
protein phosphatase 2 regulatory subunit B'delta,PPP2R5D,protein-coding,6p21.1,16,6,HP:0002066,Gait ataxia
protein phosphatase 2 regulatory subunit B'delta,PPP2R5D,protein-coding,6p21.1,16,6,HP:0001290,Generalized hypotonia
protein phosphatase 2 regulatory subunit B'delta,PPP2R5D,protein-coding,6p21.1,16,6,HP:0001263,Global developmental delay
protein phosphatase 2 regulatory subunit B'delta,PPP2R5D,protein-coding,6p21.1,16,6,HP:0000218,High palate
protein phosphatase 2 regulatory subunit B'delta,PPP2R5D,protein-coding,6p21.1,16,6,HP:0000238,Hydrocephalus
protein phosphatase 2 regulatory subunit B'delta,PPP2R5D,protein-coding,6p21.1,16,6,HP:0000316,Hypertelorism
protein phosphatase 2 regulatory subunit B'delta,PPP2R5D,protein-coding,6p21.1,16,6,HP:0001943,Hypoglycemia
protein phosphatase 2 regulatory subunit B'delta,PPP2R5D,protein-coding,6p21.1,16,6,HP:0011937,Hypoplastic fifth toenail
protein phosphatase 2 regulatory subunit B'delta,PPP2R5D,protein-coding,6p21.1,16,6,HP:0001252,Hypotonia
protein phosphatase 2 regulatory subunit B'delta,PPP2R5D,protein-coding,6p21.1,16,6,HP:0005216,Impaired mastication
protein phosphatase 2 regulatory subunit B'delta,PPP2R5D,protein-coding,6p21.1,16,6,HP:0001249,Intellectual disability
protein phosphatase 2 regulatory subunit B'delta,PPP2R5D,protein-coding,6p21.1,16,6,HP:0001511,Intrauterine growth retardation
protein phosphatase 2 regulatory subunit B'delta,PPP2R5D,protein-coding,6p21.1,16,6,HP:0006956,Lateral ventricle dilatation
protein phosphatase 2 regulatory subunit B'delta,PPP2R5D,protein-coding,6p21.1,16,6,HP:0000276,Long face
protein phosphatase 2 regulatory subunit B'delta,PPP2R5D,protein-coding,6p21.1,16,6,HP:0000343,Long philtrum
protein phosphatase 2 regulatory subunit B'delta,PPP2R5D,protein-coding,6p21.1,16,6,HP:0000744,Low frustration tolerance
protein phosphatase 2 regulatory subunit B'delta,PPP2R5D,protein-coding,6p21.1,16,6,HP:0000369,Low-set ears
protein phosphatase 2 regulatory subunit B'delta,PPP2R5D,protein-coding,6p21.1,16,6,HP:0000256,Macrocephaly
protein phosphatase 2 regulatory subunit B'delta,PPP2R5D,protein-coding,6p21.1,16,6,HP:0011800,Midface retrusion
